# Species	Genes	Alg.-Conn.	GCA_010727945.1_protein.faa	GCA_010728725.1_protein.faa	GCA_010730195.1_protein.faa	GCA_019456655.1_protein.faa	GCA_900292015.1_protein.faa
2	2	1	*	*	*	QYL23389.1	VDM89095.1
2	2	1	*	*	*	QYL23465.1	VDM90131.1
2	2	1	*	*	*	QYL23522.1	VDM87257.1
2	2	1	*	*	*	QYL23723.1	VDM90434.1
2	2	1	*	*	*	QYL23755.1	VDM90281.1
2	2	1	*	*	*	QYL23840.1	VDM87337.1
2	2	1	*	*	*	QYL23843.1	VDM87341.1
2	2	1	*	*	*	QYL23948.1	VDM87416.1
2	2	1	*	*	*	QYL23968.1	VDM87024.1
2	2	1	*	*	*	QYL23969.1	VDM87023.1
2	2	1	*	*	*	QYL23970.1	VDM87022.1
2	2	1	*	*	*	QYL24029.1	VDM87268.1
2	2	1	*	*	*	QYL24051.1	VDM88835.1
2	2	1	*	*	*	QYL24062.1	VDM87487.1
2	2	1	*	*	*	QYL24084.1	VDM89594.1
2	2	1	*	*	*	QYL24130.1	VDM86701.1
2	2	1	*	*	*	QYL24212.1	VDM88083.1
2	2	1	*	*	*	QYL24291.1	VDM90279.1
2	2	1	*	*	*	QYL24559.1	VDM86592.1
2	2	1	*	*	*	QYL24624.1	VDM87579.1
2	2	1	*	*	*	QYL24695.1	VDM90840.1
2	2	1	*	*	*	QYL24696.1	VDM90839.1
2	2	1	*	*	*	QYL24700.1	VDM86635.1
2	2	1	*	*	*	QYL24823.1	VDM89558.1
2	2	1	*	*	*	QYL24900.1	VDM89259.1
2	2	1	*	*	*	QYL25056.1	VDM88836.1
2	2	1	*	*	*	QYL25169.1	VDM90718.1
2	2	1	*	*	*	QYL25200.1	VDM89640.1
2	2	1	*	*	*	QYL25298.1	VDM91260.1
2	2	1	*	*	*	QYL25299.1	VDM91263.1
2	2	1	*	*	*	QYL25312.1	VDM89508.1
2	2	1	*	*	*	QYL25350.1	VDM87578.1
2	2	1	*	*	*	QYL25390.1	VDM89156.1
2	2	1	*	*	*	QYL25552.1	VDM88627.1
2	2	1	*	*	*	QYL25554.1	VDM89922.1
2	2	1	*	*	*	QYL25603.1	VDM87102.1
2	2	1	*	*	*	QYL25628.1	VDM87872.1
2	2	1	*	*	*	QYL25631.1	VDM88821.1
2	2	1	*	*	*	QYL25652.1	VDM89367.1
2	2	1	*	*	*	QYL25665.1	VDM89618.1
2	2	1	*	*	*	QYL25760.1	VDM87121.1
2	2	1	*	*	*	QYL25822.1	VDM89120.1
2	2	1	*	*	*	QYL25840.1	VDM88820.1
2	2	1	*	*	BBZ37065.1	*	VDM89117.1
2	2	1	*	*	BBZ37066.1	QYL21850.1	*
2	2	1	*	*	BBZ37069.1	QYL22625.1	*
2	2	1	*	*	BBZ37073.1	*	VDM90353.1
2	2	1	*	*	BBZ37082.1	QYL23292.1	*
2	2	1	*	*	BBZ37083.1	QYL24228.1	*
2	2	1	*	*	BBZ37085.1	QYL24672.1	*
2	2	1	*	*	BBZ37092.1	*	VDM89612.1
2	2	1	*	*	BBZ37096.1	*	VDM90287.1
2	2	1	*	*	BBZ37102.1	*	VDM86961.1
2	2	1	*	*	BBZ37115.1	QYL23362.1	*
2	2	1	*	*	BBZ37128.1	QYL21516.1	*
2	2	1	*	*	BBZ37152.1	*	VDM87012.1
2	2	1	*	*	BBZ37154.1	*	VDM87014.1
2	2	1	*	*	BBZ37155.1	*	VDM87015.1
2	2	1	*	*	BBZ37156.1	*	VDM87016.1
2	2	1	*	*	BBZ37157.1	*	VDM87017.1
2	2	1	*	*	BBZ37158.1	*	VDM87019.1
2	2	1	*	*	BBZ37160.1	*	VDM87021.1
2	2	1	*	*	BBZ37188.1	*	VDM87042.1
2	2	1	*	*	BBZ37212.1	*	VDM87075.1
2	2	1	*	*	BBZ37213.1	*	VDM87077.1
2	2	1	*	*	BBZ37214.1	*	VDM87078.1
2	2	1	*	*	BBZ37273.1	*	VDM86666.1
2	2	1	*	*	BBZ37276.1	*	VDM87125.1
2	2	1	*	*	BBZ37374.1	*	VDM87230.1
2	2	1	*	*	BBZ37384.1	*	VDM87239.1
2	2	1	*	*	BBZ37387.1	*	VDM87241.1
2	2	1	*	*	BBZ37395.1	*	VDM87248.1
2	2	1	*	*	BBZ37405.1	QYL24701.1	*
2	2	1	*	*	BBZ37420.1	*	VDM87828.1
2	2	1	*	*	BBZ37588.1	*	VDM87398.1
2	2	1	*	*	BBZ37600.1	*	VDM87403.1
2	2	1	*	*	BBZ37636.1	*	VDM87437.1
2	2	1	*	*	BBZ37637.1	*	VDM87438.1
2	2	1	*	*	BBZ37658.1	*	VDM87450.1
2	2	1	*	*	BBZ37682.1	*	VDM87472.1
2	2	1	*	*	BBZ37686.1	*	VDM87902.1
2	2	1	*	*	BBZ37698.1	*	VDM87481.1
2	2	1	*	*	BBZ37701.1	*	VDM87483.1
2	2	1	*	*	BBZ37710.1	*	VDM87493.1
2	2	1	*	*	BBZ37716.1	*	VDM87499.1
2	2	1	*	*	BBZ37750.1	*	VDM91166.1
2	2	1	*	*	BBZ37757.1	QYL23947.1	*
2	2	1	*	*	BBZ37768.1	*	VDM87588.1
2	2	1	*	*	BBZ37794.1	QYL22005.1	*
2	2	1	*	*	BBZ37795.1	QYL22006.1	*
2	2	1	*	*	BBZ37796.1	QYL22007.1	*
2	2	1	*	*	BBZ37832.1	QYL24293.1	*
2	2	1	*	*	BBZ37834.1	QYL23240.1	*
2	2	1	*	*	BBZ37840.1	QYL22076.1	*
2	2	1	*	*	BBZ37845.1	*	VDM87651.1
2	2	1	*	*	BBZ37851.1	*	VDM87868.1
2	2	1	*	*	BBZ37885.1	QYL20412.1	*
2	2	1	*	*	BBZ37886.1	QYL20411.1	*
2	2	1	*	*	BBZ37887.1	QYL20410.1	*
2	2	1	*	*	BBZ37889.1	QYL20408.1	*
2	2	1	*	*	BBZ37890.1	QYL20406.1	*
2	2	1	*	*	BBZ37945.1	QYL25009.1	*
2	2	1	*	*	BBZ37963.1	QYL25048.1	*
2	2	1	*	*	BBZ37978.1	*	VDM87577.1
2	2	1	*	*	BBZ37985.1	*	VDM89222.1
2	2	1	*	*	BBZ37987.1	*	VDM90974.1
2	2	1	*	*	BBZ37999.1	*	VDM90982.1
2	2	1	*	*	BBZ38000.1	*	VDM89549.1
2	2	1	*	*	BBZ38009.1	QYL20374.1	*
2	2	1	*	*	BBZ38099.1	QYL21276.1	*
2	2	1	*	*	BBZ38105.1	QYL22582.1	*
2	2	1	*	*	BBZ38147.1	QYL22946.1	*
2	2	1	*	*	BBZ38148.1	*	VDM88210.1
2	2	1	*	*	BBZ38167.1	*	VDM87845.1
2	2	1	*	*	BBZ38212.1	QYL22096.1	*
2	2	1	*	*	BBZ38223.1	QYL24754.1	*
2	2	1	*	*	BBZ38224.1	QYL24753.1	*
2	2	1	*	*	BBZ38232.1	QYL25347.1	*
2	2	1	*	*	BBZ38235.1	QYL23074.1	*
2	2	1	*	*	BBZ38239.1	QYL23213.1	*
2	2	1	*	*	BBZ38254.1	QYL20871.1	*
2	2	1	*	*	BBZ38255.1	QYL20872.1	*
2	2	1	*	*	BBZ38278.1	QYL22233.1	*
2	2	1	*	*	BBZ38281.1	QYL25393.1	*
2	2	1	*	*	BBZ38292.1	QYL23534.1	*
2	2	1	*	*	BBZ38390.1	QYL20389.1	*
2	2	1	*	*	BBZ38466.1	*	VDM91080.1
2	2	1	*	*	BBZ38539.1	*	VDM88166.1
2	2	1	*	*	BBZ38540.1	*	VDM88167.1
2	2	1	*	*	BBZ38541.1	*	VDM88168.1
2	2	1	*	*	BBZ38594.1	QYL22990.1	*
2	2	1	*	*	BBZ38606.1	*	VDM88222.1
2	2	1	*	*	BBZ38609.1	*	VDM88221.1
2	2	1	*	*	BBZ38614.1	QYL24444.1	*
2	2	1	*	*	BBZ38681.1	*	VDM88291.1
2	2	1	*	*	BBZ38682.1	*	VDM88292.1
2	2	1	*	*	BBZ38683.1	*	VDM88293.1
2	2	1	*	*	BBZ38704.1	QYL20691.1	*
2	2	1	*	*	BBZ38726.1	*	VDM89999.1
2	2	1	*	*	BBZ38727.1	QYL25636.1	*
2	2	1	*	*	BBZ38729.1	*	VDM90292.1
2	2	1	*	*	BBZ38823.1	QYL21132.1	*
2	2	1	*	*	BBZ38834.1	QYL21126.1	*
2	2	1	*	*	BBZ38854.1	QYL24593.1	*
2	2	1	*	*	BBZ38900.1	*	VDM91049.1
2	2	1	*	*	BBZ38902.1	QYL20762.1	*
2	2	1	*	*	BBZ38903.1	*	VDM88323.1
2	2	1	*	*	BBZ38916.1	*	VDM88326.1
2	2	1	*	*	BBZ38919.1	*	VDM88328.1
2	2	1	*	*	BBZ38934.1	*	VDM88352.1
2	2	1	*	*	BBZ38945.1	*	VDM87333.1
2	2	1	*	*	BBZ38955.1	QYL20456.1	*
2	2	1	*	*	BBZ38960.1	QYL23242.1	*
2	2	1	*	*	BBZ38992.1	*	VDM88411.1
2	2	1	*	*	BBZ39000.1	*	VDM87809.1
2	2	1	*	*	BBZ39116.1	*	VDM88539.1
2	2	1	*	*	BBZ39145.1	QYL21809.1	*
2	2	1	*	*	BBZ39200.1	QYL21215.1	*
2	2	1	*	*	BBZ39211.1	QYL23552.1	*
2	2	1	*	*	BBZ39274.1	QYL21231.1	*
2	2	1	*	*	BBZ39276.1	*	VDM88677.1
2	2	1	*	*	BBZ39336.1	*	VDM88720.1
2	2	1	*	*	BBZ39343.1	*	VDM91199.1
2	2	1	*	*	BBZ39353.1	*	VDM87517.1
2	2	1	*	*	BBZ39355.1	*	VDM87528.1
2	2	1	*	*	BBZ39357.1	*	VDM88739.1
2	2	1	*	*	BBZ39366.1	*	VDM86521.1
2	2	1	*	*	BBZ39369.1	*	VDM88754.1
2	2	1	*	*	BBZ39391.1	*	VDM88786.1
2	2	1	*	*	BBZ39392.1	*	VDM88787.1
2	2	1	*	*	BBZ39393.1	*	VDM88788.1
2	2	1	*	*	BBZ39394.1	*	VDM88789.1
2	2	1	*	*	BBZ39396.1	*	VDM88791.1
2	2	1	*	*	BBZ39397.1	*	VDM88792.1
2	2	1	*	*	BBZ39410.1	QYL22740.1	*
2	2	1	*	*	BBZ39414.1	QYL20720.1	*
2	2	1	*	*	BBZ39420.1	*	VDM88275.1
2	2	1	*	*	BBZ39426.1	*	VDM87734.1
2	2	1	*	*	BBZ39443.1	QYL21142.1	*
2	2	1	*	*	BBZ39450.1	*	VDM90277.1
2	2	1	*	*	BBZ39451.1	*	VDM88725.1
2	2	1	*	*	BBZ39474.1	*	VDM88831.1
2	2	1	*	*	BBZ39475.1	QYL24153.1	*
2	2	1	*	*	BBZ39483.1	*	VDM88830.1
2	2	1	*	*	BBZ39484.1	*	VDM88829.1
2	2	1	*	*	BBZ39488.1	QYL23665.1	*
2	2	1	*	*	BBZ39489.1	QYL23699.1	*
2	2	1	*	*	BBZ39490.1	QYL23700.1	*
2	2	1	*	*	BBZ39501.1	*	VDM88384.1
2	2	1	*	*	BBZ39519.1	*	VDM88853.1
2	2	1	*	*	BBZ39527.1	*	VDM87892.1
2	2	1	*	*	BBZ39540.1	*	VDM88861.1
2	2	1	*	*	BBZ39556.1	*	VDM88873.1
2	2	1	*	*	BBZ39558.1	*	VDM88875.1
2	2	1	*	*	BBZ39563.1	*	VDM88883.1
2	2	1	*	*	BBZ39594.1	*	VDM88919.1
2	2	1	*	*	BBZ39645.1	*	VDM89687.1
2	2	1	*	*	BBZ39648.1	*	VDM88970.1
2	2	1	*	*	BBZ39690.1	*	VDM88997.1
2	2	1	*	*	BBZ39693.1	*	VDM89000.1
2	2	1	*	*	BBZ39722.1	*	VDM89026.1
2	2	1	*	*	BBZ39723.1	*	VDM89027.1
2	2	1	*	*	BBZ39742.1	*	VDM89034.1
2	2	1	*	*	BBZ39746.1	*	VDM90662.1
2	2	1	*	*	BBZ39757.1	*	VDM89066.1
2	2	1	*	*	BBZ39760.1	*	VDM89069.1
2	2	1	*	*	BBZ39770.1	*	VDM89081.1
2	2	1	*	*	BBZ39771.1	*	VDM89082.1
2	2	1	*	*	BBZ39774.1	*	VDM89087.1
2	2	1	*	*	BBZ39775.1	*	VDM89088.1
2	2	1	*	*	BBZ39779.1	*	VDM89090.1
2	2	1	*	*	BBZ39780.1	*	VDM89091.1
2	2	1	*	*	BBZ39804.1	*	VDM89115.1
2	2	1	*	*	BBZ39808.1	*	VDM90716.1
2	2	1	*	*	BBZ39818.1	QYL23998.1	*
2	2	1	*	*	BBZ39819.1	QYL20634.1	*
2	2	1	*	*	BBZ39825.1	QYL22589.1	*
2	2	1	*	*	BBZ39834.1	QYL24456.1	*
2	2	1	*	*	BBZ39852.1	QYL22081.1	*
2	2	1	*	*	BBZ39870.1	*	VDM89471.1
2	2	1	*	*	BBZ39921.1	QYL21869.1	*
2	2	1	*	*	BBZ39922.1	QYL21864.1	*
2	2	1	*	*	BBZ39963.1	QYL23228.1	*
2	2	1	*	*	BBZ40124.1	QYL22968.1	*
2	2	1	*	*	BBZ40137.1	QYL20438.1	*
2	2	1	*	*	BBZ40138.1	QYL20439.1	*
2	2	1	*	*	BBZ40195.1	QYL21256.1	*
2	2	1	*	*	BBZ40200.1	*	VDM89442.1
2	2	1	*	*	BBZ40221.1	*	VDM89559.1
2	2	1	*	*	BBZ40225.1	*	VDM88894.1
2	2	1	*	*	BBZ40233.1	QYL21117.1	*
2	2	1	*	*	BBZ40267.1	QYL25107.1	*
2	2	1	*	*	BBZ40272.1	QYL24438.1	*
2	2	1	*	*	BBZ40291.1	QYL23663.1	*
2	2	1	*	*	BBZ40295.1	*	VDM89495.1
2	2	1	*	*	BBZ40298.1	*	VDM89478.1
2	2	1	*	*	BBZ40316.1	*	VDM89464.1
2	2	1	*	*	BBZ40329.1	QYL21723.1	*
2	2	1	*	*	BBZ40342.1	QYL21977.1	*
2	2	1	*	*	BBZ40355.1	*	VDM89575.1
2	2	1	*	*	BBZ40356.1	*	VDM89576.1
2	2	1	*	*	BBZ40363.1	QYL22871.1	*
2	2	1	*	*	BBZ40364.1	*	VDM89487.1
2	2	1	*	*	BBZ40369.1	QYL24229.1	*
2	2	1	*	*	BBZ40372.1	*	VDM89745.1
2	2	1	*	*	BBZ40379.1	QYL20289.1	*
2	2	1	*	*	BBZ40406.1	*	VDM89639.1
2	2	1	*	*	BBZ40417.1	QYL25772.1	*
2	2	1	*	*	BBZ40446.1	*	VDM89658.1
2	2	1	*	*	BBZ40455.1	*	VDM90351.1
2	2	1	*	*	BBZ40463.1	QYL23720.1	*
2	2	1	*	*	BBZ40464.1	QYL23719.1	*
2	2	1	*	*	BBZ40465.1	QYL25392.1	*
2	2	1	*	*	BBZ40549.1	QYL21738.1	*
2	2	1	*	*	BBZ40574.1	*	VDM89778.1
2	2	1	*	*	BBZ40605.1	QYL21049.1	*
2	2	1	*	*	BBZ40624.1	*	VDM91163.1
2	2	1	*	*	BBZ40626.1	QYL24912.1	*
2	2	1	*	*	BBZ40629.1	*	VDM89599.1
2	2	1	*	*	BBZ40701.1	QYL23702.1	*
2	2	1	*	*	BBZ40708.1	QYL20678.1	*
2	2	1	*	*	BBZ40709.1	QYL22762.1	*
2	2	1	*	*	BBZ40712.1	QYL22759.1	*
2	2	1	*	*	BBZ40732.1	QYL25837.1	*
2	2	1	*	*	BBZ40821.1	*	VDM90003.1
2	2	1	*	*	BBZ40849.1	*	VDM90036.1
2	2	1	*	*	BBZ40859.1	*	VDM90049.1
2	2	1	*	*	BBZ40919.1	*	VDM89179.1
2	2	1	*	*	BBZ40990.1	QYL20570.1	*
2	2	1	*	*	BBZ40992.1	QYL20999.1	*
2	2	1	*	*	BBZ41003.1	*	VDM90619.1
2	2	1	*	*	BBZ41012.1	*	VDM90140.1
2	2	1	*	*	BBZ41071.1	QYL21681.1	*
2	2	1	*	*	BBZ41096.1	QYL22922.1	*
2	2	1	*	*	BBZ41099.1	*	VDM90192.1
2	2	1	*	*	BBZ41101.1	*	VDM89668.1
2	2	1	*	*	BBZ41129.1	QYL24918.1	*
2	2	1	*	*	BBZ41202.1	*	VDM90271.1
2	2	1	*	*	BBZ41206.1	*	VDM91165.1
2	2	1	*	*	BBZ41270.1	*	VDM89141.1
2	2	1	*	*	BBZ41288.1	*	VDM91111.1
2	2	1	*	*	BBZ41344.1	QYL21988.1	*
2	2	1	*	*	BBZ41346.1	QYL24057.1	*
2	2	1	*	*	BBZ41372.1	*	VDM89062.1
2	2	1	*	*	BBZ41379.1	QYL22344.1	*
2	2	1	*	*	BBZ41394.1	QYL23336.1	*
2	2	1	*	*	BBZ41493.1	*	VDM90488.1
2	2	1	*	*	BBZ41494.1	QYL25697.1	*
2	2	1	*	*	BBZ41496.1	*	VDM90505.1
2	2	1	*	*	BBZ41528.1	QYL21906.1	*
2	2	1	*	*	BBZ41539.1	QYL21400.1	*
2	2	1	*	*	BBZ41557.1	QYL20679.1	*
2	2	1	*	*	BBZ41594.1	*	VDM90596.1
2	2	1	*	*	BBZ41610.1	*	VDM90606.1
2	2	1	*	*	BBZ41636.1	*	VDM90633.1
2	2	1	*	*	BBZ41666.1	QYL23203.1	*
2	2	1	*	*	BBZ41688.1	*	VDM90681.1
2	2	1	*	*	BBZ41720.1	*	VDM90715.1
2	2	1	*	*	BBZ41725.1	QYL22202.1	*
2	2	1	*	*	BBZ41735.1	*	VDM89202.1
2	2	1	*	*	BBZ41751.1	*	VDM90749.1
2	2	1	*	*	BBZ41781.1	*	VDM90787.1
2	2	1	*	*	BBZ41848.1	*	VDM90855.1
2	2	1	*	*	BBZ41960.1	*	VDM90970.1
2	2	1	*	*	BBZ41983.1	*	VDM89303.1
2	2	1	*	*	BBZ42037.1	*	VDM91039.1
2	2	1	*	*	BBZ42038.1	*	VDM91040.1
2	2	1	*	*	BBZ42039.1	*	VDM91041.1
2	2	1	*	*	BBZ42041.1	*	VDM91042.1
2	2	1	*	*	BBZ42042.1	*	VDM91043.1
2	2	1	*	*	BBZ42079.1	*	VDM91074.1
2	2	1	*	*	BBZ42080.1	QYL25573.1	*
2	2	1	*	*	BBZ42102.1	*	VDM91109.1
2	2	1	*	*	BBZ42108.1	QYL22203.1	*
2	2	1	*	*	BBZ42139.1	*	VDM91137.1
2	2	1	*	*	BBZ42141.1	*	VDM91141.1
2	2	1	*	*	BBZ42143.1	*	VDM90006.1
2	2	1	*	*	BBZ42147.1	*	VDM91273.1
2	2	1	*	*	BBZ42150.1	*	VDM91270.1
2	2	1	*	*	BBZ42175.1	*	VDM91228.1
2	2	1	*	*	BBZ42350.1	*	VDM86552.1
2	2	1	*	*	BBZ42358.1	QYL23177.1	*
2	2	1	*	*	BBZ42375.1	QYL22979.1	*
2	2	1	*	*	BBZ42379.1	*	VDM86599.1
2	2	1	*	*	BBZ42385.1	QYL22339.1	*
2	2	1	*	*	BBZ42391.1	QYL20797.1	*
2	2	1	*	*	BBZ42395.1	QYL25630.1	*
2	2	1	*	*	BBZ42396.1	QYL20686.1	*
2	2	1	*	*	BBZ42397.1	QYL25629.1	*
2	2	1	*	*	BBZ42416.1	QYL22094.1	*
2	2	1	*	*	BBZ42418.1	QYL25644.1	*
2	2	1	*	*	BBZ42433.1	*	VDM87719.1
2	2	1	*	*	BBZ42466.1	QYL21556.1	*
2	2	1	*	*	BBZ42467.1	*	VDM86642.1
2	2	1	*	*	BBZ42468.1	*	VDM86643.1
2	2	1	*	*	BBZ42568.1	*	VDM86712.1
2	2	1	*	*	BBZ42569.1	*	VDM86713.1
2	2	1	*	*	BBZ42613.1	*	VDM86756.1
2	2	1	*	*	BBZ42617.1	*	VDM86760.1
2	2	1	*	*	BBZ42695.1	*	VDM86820.1
2	2	1	*	*	BBZ42717.1	*	VDM86837.1
2	2	1	*	BBZ09941.1	*	QYL23211.1	*
2	2	1	*	BBZ09945.1	*	QYL23206.1	*
2	2	1	*	BBZ09947.1	*	QYL23208.1	*
2	2	1	*	BBZ09952.1	BBZ42071.1	*	*
2	2	1	*	BBZ09953.1	BBZ42070.1	*	*
2	2	1	*	BBZ09955.1	BBZ37084.1	*	*
2	2	1	*	BBZ09967.1	*	QYL22015.1	*
2	2	1	*	BBZ09997.1	BBZ37955.1	*	*
2	2	1	*	BBZ10001.1	BBZ42258.1	*	*
2	2	1	*	BBZ10014.1	*	QYL21504.1	*
2	2	1	*	BBZ10016.1	BBZ38750.1	*	*
2	2	1	*	BBZ10025.1	*	QYL24789.1	*
2	2	1	*	BBZ10028.1	BBZ38207.1	*	*
2	2	1	*	BBZ10034.1	*	QYL20426.1	*
2	2	1	*	BBZ10043.1	*	QYL24602.1	*
2	2	1	*	BBZ10045.1	*	QYL22739.1	*
2	2	1	*	BBZ10048.1	*	QYL24944.1	*
2	2	1	*	BBZ10053.1	BBZ42387.1	*	*
2	2	1	*	BBZ10085.1	*	QYL22304.1	*
2	2	1	*	BBZ10137.1	*	QYL24411.1	*
2	2	1	*	BBZ10142.1	BBZ40287.1	*	*
2	2	1	*	BBZ10151.1	*	*	VDM89260.1
2	2	1	*	BBZ10180.1	BBZ42534.1	*	*
2	2	1	*	BBZ10187.1	*	QYL21978.1	*
2	2	1	*	BBZ10236.1	*	*	VDM90757.1
2	2	1	*	BBZ10237.1	*	*	VDM90758.1
2	2	1	*	BBZ10247.1	BBZ37737.1	*	*
2	2	1	*	BBZ10250.1	BBZ37736.1	*	*
2	2	1	*	BBZ10257.1	BBZ37730.1	*	*
2	2	1	*	BBZ10308.1	BBZ38487.1	*	*
2	2	1	*	BBZ10309.1	BBZ38486.1	*	*
2	2	1	*	BBZ10320.1	BBZ38737.1	*	*
2	2	1	*	BBZ10339.1	*	*	VDM87439.1
2	2	1	*	BBZ10351.1	*	QYL24418.1	*
2	2	1	*	BBZ10403.1	*	*	VDM87390.1
2	2	1	*	BBZ10511.1	BBZ37462.1	*	*
2	2	1	*	BBZ10512.1	BBZ37461.1	*	*
2	2	1	*	BBZ10528.1	*	*	VDM89985.1
2	2	1	*	BBZ10537.1	BBZ41790.1	*	*
2	2	1	*	BBZ10538.1	BBZ40269.1	*	*
2	2	1	*	BBZ10561.1	BBZ37450.1	*	*
2	2	1	*	BBZ10572.1	BBZ37416.1	*	*
2	2	1	*	BBZ10596.1	BBZ37973.1	*	*
2	2	1	*	BBZ10602.1	*	QYL23630.1	*
2	2	1	*	BBZ10641.1	*	*	VDM86971.1
2	2	1	*	BBZ10644.1	BBZ39514.1	*	*
2	2	1	*	BBZ10681.1	*	QYL23751.1	*
2	2	1	*	BBZ10682.1	*	QYL24963.1	*
2	2	1	*	BBZ10697.1	*	QYL24298.1	*
2	2	1	*	BBZ10713.1	*	QYL23035.1	*
2	2	1	*	BBZ10715.1	*	QYL23136.1	*
2	2	1	*	BBZ10756.1	*	QYL25010.1	*
2	2	1	*	BBZ10765.1	*	QYL21533.1	*
2	2	1	*	BBZ10767.1	*	QYL20661.1	*
2	2	1	*	BBZ10768.1	BBZ41622.1	*	*
2	2	1	*	BBZ10772.1	BBZ41623.1	*	*
2	2	1	*	BBZ10778.1	BBZ41630.1	*	*
2	2	1	*	BBZ10781.1	BBZ38820.1	*	*
2	2	1	*	BBZ10782.1	BBZ41148.1	*	*
2	2	1	*	BBZ10793.1	*	QYL23517.1	*
2	2	1	*	BBZ10808.1	BBZ37246.1	*	*
2	2	1	*	BBZ10809.1	BBZ37245.1	*	*
2	2	1	*	BBZ10810.1	*	QYL23496.1	*
2	2	1	*	BBZ10811.1	*	QYL23495.1	*
2	2	1	*	BBZ10812.1	*	QYL23494.1	*
2	2	1	*	BBZ10813.1	*	QYL23493.1	*
2	2	1	*	BBZ10814.1	*	QYL23492.1	*
2	2	1	*	BBZ10815.1	*	QYL23491.1	*
2	2	1	*	BBZ10817.1	*	*	VDM88400.1
2	2	1	*	BBZ10834.1	*	QYL23472.1	*
2	2	1	*	BBZ10844.1	*	QYL24762.1	*
2	2	1	*	BBZ10845.1	*	QYL25380.1	*
2	2	1	*	BBZ10884.1	*	QYL22624.1	*
2	2	1	*	BBZ10892.1	BBZ37190.1	*	*
2	2	1	*	BBZ10898.1	*	QYL24323.1	*
2	2	1	*	BBZ10944.1	*	*	VDM86988.1
2	2	1	*	BBZ10960.1	BBZ42016.1	*	*
2	2	1	*	BBZ11002.1	BBZ40358.1	*	*
2	2	1	*	BBZ11003.1	BBZ40357.1	*	*
2	2	1	*	BBZ11067.1	*	*	VDM88807.1
2	2	1	*	BBZ11076.1	BBZ39776.1	*	*
2	2	1	*	BBZ11085.1	*	QYL21228.1	*
2	2	1	*	BBZ11142.1	BBZ42689.1	*	*
2	2	1	*	BBZ11149.1	*	*	VDM90464.1
2	2	1	*	BBZ11150.1	BBZ42676.1	*	*
2	2	1	*	BBZ11151.1	BBZ42675.1	*	*
2	2	1	*	BBZ11153.1	*	QYL23077.1	*
2	2	1	*	BBZ11161.1	*	QYL22543.1	*
2	2	1	*	BBZ11165.1	BBZ42668.1	*	*
2	2	1	*	BBZ11182.1	*	QYL23047.1	*
2	2	1	*	BBZ11194.1	BBZ40296.1	*	*
2	2	1	*	BBZ11195.1	BBZ40297.1	*	*
2	2	1	*	BBZ11204.1	*	QYL23046.1	*
2	2	1	*	BBZ11210.1	BBZ42427.1	*	*
2	2	1	*	BBZ11211.1	BBZ42428.1	*	*
2	2	1	*	BBZ11212.1	*	*	VDM87325.1
2	2	1	*	BBZ11239.1	BBZ40215.1	*	*
2	2	1	*	BBZ11257.1	BBZ39866.1	*	*
2	2	1	*	BBZ11264.1	*	QYL24202.1	*
2	2	1	*	BBZ11301.1	BBZ38280.1	*	*
2	2	1	*	BBZ11303.1	BBZ42536.1	*	*
2	2	1	*	BBZ11322.1	BBZ40662.1	*	*
2	2	1	*	BBZ11324.1	BBZ40254.1	*	*
2	2	1	*	BBZ11344.1	*	QYL22113.1	*
2	2	1	*	BBZ11347.1	*	QYL24301.1	*
2	2	1	*	BBZ11351.1	*	QYL24417.1	*
2	2	1	*	BBZ11364.1	BBZ38882.1	*	*
2	2	1	*	BBZ11365.1	*	*	VDM89470.1
2	2	1	*	BBZ11370.1	*	QYL25586.1	*
2	2	1	*	BBZ11371.1	BBZ38291.1	*	*
2	2	1	*	BBZ11373.1	*	QYL24579.1	*
2	2	1	*	BBZ11374.1	*	QYL24582.1	*
2	2	1	*	BBZ11375.1	*	QYL24614.1	*
2	2	1	*	BBZ11377.1	*	QYL23993.1	*
2	2	1	*	BBZ11509.1	BBZ42234.1	*	*
2	2	1	*	BBZ11515.1	*	QYL23404.1	*
2	2	1	*	BBZ11527.1	*	QYL20827.1	*
2	2	1	*	BBZ11584.1	*	*	VDM90631.1
2	2	1	*	BBZ11585.1	BBZ39301.1	*	*
2	2	1	*	BBZ11587.1	*	*	VDM90285.1
2	2	1	*	BBZ11592.1	*	*	VDM88793.1
2	2	1	*	BBZ11594.1	BBZ40219.1	*	*
2	2	1	*	BBZ11599.1	BBZ42089.1	*	*
2	2	1	*	BBZ11624.1	*	QYL22507.1	*
2	2	1	*	BBZ11640.1	BBZ41853.1	*	*
2	2	1	*	BBZ11644.1	*	QYL25809.1	*
2	2	1	*	BBZ11711.1	BBZ36975.1	*	*
2	2	1	*	BBZ11712.1	BBZ36976.1	*	*
2	2	1	*	BBZ11713.1	BBZ36977.1	*	*
2	2	1	*	BBZ11715.1	BBZ36979.1	*	*
2	2	1	*	BBZ11725.1	BBZ40302.1	*	*
2	2	1	*	BBZ11742.1	*	*	VDM90086.1
2	2	1	*	BBZ11746.1	*	QYL21040.1	*
2	2	1	*	BBZ11752.1	*	QYL22784.1	*
2	2	1	*	BBZ11781.1	BBZ38427.1	*	*
2	2	1	*	BBZ11782.1	BBZ38428.1	*	*
2	2	1	*	BBZ11792.1	*	*	VDM86876.1
